Date,Symbol,Open,Close,Low,High,Volume
2004-01-02,AMZN,2.638000011444092,2.5950000286102295,2.571500062942505,2.6565001010894775,132798000
2004-01-05,AMZN,2.5999999046325684,2.6635000705718994,2.56850004196167,2.680000066757202,225682000
2004-01-06,AMZN,2.6554999351501465,2.6514999866485596,2.63700008392334,2.674999952316284,119710000
2004-01-07,AMZN,2.6089999675750732,2.5950000286102295,2.546999931335449,2.632999897003174,184854000
2004-01-08,AMZN,2.6045000553131104,2.51200008392334,2.501499891281128,2.6050000190734863,206406000
2004-01-09,AMZN,2.4885001182556152,2.5794999599456787,2.4549999237060547,2.6075000762939453,255584000
2004-01-12,AMZN,2.5804998874664307,2.6475000381469727,2.5399999618530273,2.6514999866485596,189018000
2004-01-13,AMZN,2.633500099182129,2.745500087738037,2.620500087738037,2.749500036239624,290446000
2004-01-14,AMZN,2.7309999465942383,2.7899999618530273,2.7074999809265137,2.799499988555908,222682000
2004-01-15,AMZN,2.7365000247955322,2.809000015258789,2.7309999465942383,2.8389999866485596,244346000
2004-01-16,AMZN,2.813499927520752,2.7860000133514404,2.7634999752044678,2.81850004196167,182284000
2004-01-20,AMZN,2.7785000801086426,2.8304998874664307,2.7704999446868896,2.8420000076293945,154968000
2004-01-21,AMZN,2.808000087738037,2.809999942779541,2.7820000648498535,2.8469998836517334,135672000
2004-01-22,AMZN,2.8405001163482666,2.8589999675750732,2.812000036239624,2.8910000324249268,213444000
2004-01-23,AMZN,2.8550000190734863,2.8554999828338623,2.8310000896453857,2.880500078201294,120780000
2004-01-26,AMZN,2.8399999141693115,2.8515000343322754,2.815000057220459,2.859999895095825,111320000
2004-01-27,AMZN,2.8364999294281006,2.7869999408721924,2.7829999923706055,2.88700008392334,259282000
2004-01-28,AMZN,2.681999921798706,2.5980000495910645,2.5810000896453857,2.7225000858306885,431626000
2004-01-29,AMZN,2.6019999980926514,2.4609999656677246,2.430000066757202,2.6029999256134033,449702000
2004-01-30,AMZN,2.4744999408721924,2.5199999809265137,2.4649999141693115,2.56850004196167,228090000
2004-02-02,AMZN,2.5325000286102295,2.4135000705718994,2.3975000381469727,2.5325000286102295,231778000
2004-02-03,AMZN,2.4094998836517334,2.246999979019165,2.2260000705718994,2.4140000343322754,541428000
2004-02-04,AMZN,2.240499973297119,2.2695000171661377,2.2149999141693115,2.2955000400543213,432014000
2004-02-05,AMZN,2.301500082015991,2.302000045776367,2.2950000762939453,2.3545000553131104,263790000
2004-02-06,AMZN,2.305500030517578,2.317500114440918,2.2755000591278076,2.3364999294281006,130162000
2004-02-09,AMZN,2.3375000953674316,2.2929999828338623,2.2850000858306885,2.3399999141693115,122922000
2004-02-10,AMZN,2.2925000190734863,2.2795000076293945,2.2755000591278076,2.3125,98980000
2004-02-11,AMZN,2.2929999828338623,2.3570001125335693,2.2769999504089355,2.368000030517578,157634000
2004-02-12,AMZN,2.3464999198913574,2.3529999256134033,2.3355000019073486,2.4049999713897705,135144000
2004-02-13,AMZN,2.364500045776367,2.319000005722046,2.312000036239624,2.384999990463257,108634000
2004-02-17,AMZN,2.306999921798706,2.2764999866485596,2.240000009536743,2.322499990463257,220764000
