Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,241.1699981689453,246.55999755859375,237.0800018310547,246.3699951171875,227.20687866210938,1637900
2019-01-03,244.77000427246094,245.05999755859375,238.3000030517578,239.9199981689453,221.258544921875,1703900
2019-01-04,243.3699951171875,247.9499969482422,242.52000427246094,247.89999389648438,228.61785888671875,1127800
2019-01-07,247.60000610351562,251.36000061035156,245.00999450683594,249.8300018310547,230.39776611328125,1388500
2019-01-08,251.39999389648438,253.38999938964844,248.00999450683594,250.9600067138672,231.43984985351562,1082400
2019-01-09,250.91000366210938,253.1999969482422,249.47999572753906,252.14999389648438,232.53726196289062,727700
2019-01-10,251.0800018310547,257.8500061035156,250.35000610351562,257.6600036621094,237.61871337890625,1063700
2019-01-11,255.24000549316406,256.2099914550781,252.44000244140625,256.04998779296875,236.13389587402344,668200
2019-01-14,256.5,262.8599853515625,254.88999938964844,259.9599914550781,239.7397918701172,982700
2019-01-15,260.2799987792969,261.9200134277344,255.3800048828125,258.94000244140625,238.79913330078125,965400
2019-01-16,259.17999267578125,259.17999267578125,255.61000061035156,255.74000549316406,235.84803771972656,668700
2019-01-17,254.8800048828125,266.8699951171875,254.55999755859375,264.0799865722656,243.53936767578125,1438600
2019-01-18,266.30999755859375,270.5,265.5899963378906,267.75,246.92391967773438,1507000
2019-01-22,266.9100036621094,268.2699890136719,262.7699890136719,264.7300109863281,244.13882446289062,531300
2019-01-23,266.9200134277344,273.3800048828125,266.0,270.2300109863281,249.2109832763672,1027400
2019-01-24,270.6600036621094,271.70001220703125,266.8999938964844,269.82000732421875,248.8328399658203,858400
2019-01-25,273.2799987792969,274.25,271.0,272.8399963378906,251.61795043945312,966300
2019-01-28,269.8299865722656,274.5,267.8800048828125,274.29998779296875,252.96437072753906,761900
2019-01-29,274.2300109863281,281.489990234375,273.3599853515625,280.1300048828125,258.34088134765625,1555000
2019-01-30,280.5299987792969,283.1700134277344,276.1300048828125,280.82000732421875,258.9772644042969,1346900
2019-01-31,271.6700134277344,284.54998779296875,269.5,275.54998779296875,254.11717224121094,2021800
2019-02-01,276.9100036621094,278.9700012207031,272.5400085449219,272.9599914550781,251.7285919189453,1581300
2019-02-04,272.9800109863281,278.9100036621094,272.6300048828125,278.7300109863281,257.04986572265625,1316000
2019-02-05,280.0,281.20001220703125,274.6600036621094,278.4599914550781,256.80084228515625,841400
2019-02-06,278.3999938964844,281.6400146484375,278.2099914550781,280.4100036621094,258.5992126464844,888500
2019-02-07,279.510009765625,281.1600036621094,275.7699890136719,278.5299987792969,256.86541748046875,872400
2019-02-08,277.44000244140625,280.7099914550781,276.5400085449219,280.6199951171875,258.7928771972656,726500
2019-02-11,280.9100036621094,283.1099853515625,280.4599914550781,281.4700012207031,259.5766906738281,1190900
2019-02-12,282.7699890136719,284.92999267578125,281.5400085449219,284.0799865722656,261.98370361328125,680000
2019-02-13,285.95001220703125,286.0799865722656,282.7699890136719,283.29998779296875,261.2643737792969,1254000
2019-02-14,281.6000061035156,282.0299987792969,279.1199951171875,280.6000061035156,258.7744140625,842800
2019-02-15,283.4100036621094,287.07000732421875,282.54998779296875,286.9800109863281,264.6581726074219,929500
2019-02-19,285.989990234375,287.7200012207031,284.5799865722656,287.3500061035156,264.99932861328125,651000
2019-02-20,287.8399963378906,288.42999267578125,286.30999755859375,288.2200012207031,265.8016662597656,1025200
2019-02-21,288.3800048828125,288.510009765625,285.6000061035156,287.5,265.1376953125,608900
2019-02-22,288.0,288.8999938964844,286.0,288.7099914550781,267.3695983886719,613800
2019-02-25,290.0,290.1700134277344,286.5299987792969,287.04998779296875,265.83221435546875,548300
2019-02-26,286.7300109863281,289.0299987792969,285.7799987792969,286.54998779296875,265.36920166015625,530300
2019-02-27,285.70001220703125,287.3599853515625,284.3800048828125,286.7699890136719,265.57293701171875,809000
2019-02-28,286.20001220703125,291.54998779296875,286.0,289.9599914550781,268.5272216796875,1037800
2019-03-01,291.0,291.3500061035156,285.6199951171875,287.0,265.7859191894531,790000
2019-03-04,287.5400085449219,290.3299865722656,282.1000061035156,283.1000061035156,262.1742858886719,704800
2019-03-05,283.7799987792969,284.9599914550781,282.29998779296875,282.8699951171875,261.9612731933594,667800
2019-03-06,283.30999755859375,284.95001220703125,280.3800048828125,280.4599914550781,259.72930908203125,547200
2019-03-07,280.010009765625,280.010009765625,273.0400085449219,276.44000244140625,256.00653076171875,1307100
2019-03-08,275.510009765625,276.1700134277344,272.4100036621094,275.9599914550781,255.5619659423828,636700
2019-03-11,273.9599914550781,279.3699951171875,272.5799865722656,279.2200012207031,258.5810241699219,758700
2019-03-12,279.4100036621094,280.0,274.4100036621094,275.1700134277344,254.83041381835938,1016300
2019-03-13,275.0199890136719,280.6300048828125,274.4100036621094,279.1600036621094,258.5254821777344,896800
2019-03-14,278.44000244140625,280.2099914550781,274.32000732421875,274.75,254.4414520263672,804000
