Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,258.3599853515625,265.29998779296875,256.7900085449219,264.7300109863281,231.68624877929688,1064700
2019-01-03,262.32000732421875,264.0,257.3800048828125,258.0799865722656,225.86630249023438,1165600
2019-01-04,261.9200134277344,265.489990234375,260.3399963378906,265.0400085449219,231.95751953125,1443800
2019-01-07,266.0,270.0,263.8599853515625,268.0799865722656,234.61810302734375,1465200
2019-01-08,271.1300048828125,271.75,267.80999755859375,269.8699951171875,236.18467712402344,1791400
2019-01-09,270.1300048828125,272.2200012207031,269.1300048828125,270.5400085449219,236.7710723876953,1235900
2019-01-10,269.6199951171875,277.67999267578125,269.5,277.5,242.8622589111328,1842500
2019-01-11,275.7900085449219,277.760009765625,272.42999267578125,277.7300109863281,243.0635986328125,1157800
2019-01-14,276.6700134277344,279.5199890136719,274.42999267578125,277.510009765625,242.87106323242188,1388600
2019-01-15,278.2300109863281,278.3299865722656,273.510009765625,276.0,241.54954528808594,1193500
2019-01-16,275.3999938964844,275.69000244140625,270.6300048828125,272.3900146484375,238.39016723632812,1324900
2019-01-17,271.1700134277344,279.989990234375,270.8399963378906,278.79998779296875,244.00001525878906,1242000
2019-01-18,281.17999267578125,285.3699951171875,279.7200012207031,282.8699951171875,247.56199645996094,2073500
2019-01-22,281.3900146484375,284.6199951171875,278.0,279.5899963378906,244.69137573242188,1885100
2019-01-23,282.1099853515625,285.7300109863281,280.5,283.510009765625,248.1221160888672,1631000
2019-01-24,284.5899963378906,288.239990234375,282.5899963378906,285.25,249.6448974609375,1017500
2019-01-25,288.1700134277344,289.29998779296875,286.1300048828125,287.0400085449219,251.21145629882812,1050400
2019-01-28,285.0,288.4100036621094,282.8900146484375,287.8699951171875,251.93789672851562,1166400
2019-01-29,281.1099853515625,292.8599853515625,281.0,292.04998779296875,255.59616088867188,2037300
2019-01-30,293.95001220703125,293.989990234375,286.7699890136719,291.6700134277344,255.2636260986328,1781800
2019-01-31,290.1700134277344,292.8299865722656,287.7900085449219,289.69000244140625,253.5307159423828,1311100
2019-02-01,290.8500061035156,292.5799865722656,289.20001220703125,290.5799865722656,254.30963134765625,1358900
2019-02-04,290.8999938964844,299.05999755859375,290.1099853515625,298.7699890136719,261.477294921875,1328900
2019-02-05,300.0,302.9800109863281,297.2300109863281,299.4599914550781,262.0812072753906,1454800
2019-02-06,299.989990234375,302.67999267578125,299.010009765625,299.8299865722656,262.4050598144531,1114300
2019-02-07,298.7900085449219,300.3599853515625,296.1400146484375,300.1300048828125,262.6676025390625,1150100
2019-02-08,299.2200012207031,301.6300048828125,297.0,301.5,263.8666076660156,1021600
2019-02-11,301.7799987792969,302.75,298.79998779296875,300.0400085449219,262.58892822265625,1077900
2019-02-12,301.4700012207031,304.32000732421875,300.8599853515625,304.1099853515625,266.1507873535156,840600
2019-02-13,305.0,305.95001220703125,303.67999267578125,304.4200134277344,266.422119140625,958500
2019-02-14,303.3599853515625,304.0,300.9100036621094,301.0,263.4290466308594,888200
2019-02-15,304.010009765625,307.3299865722656,304.010009765625,307.2300109863281,268.8813781738281,847700
2019-02-19,305.9700012207031,306.5899963378906,303.760009765625,305.17999267578125,267.0871887207031,929500
2019-02-20,305.0,307.20001220703125,304.2900085449219,307.20001220703125,268.8551025390625,870600
2019-02-21,307.05999755859375,307.1700134277344,303.2799987792969,304.510009765625,266.50091552734375,1045000
2019-02-22,305.9100036621094,307.3599853515625,303.8999938964844,307.1300048828125,268.7938537597656,581800
2019-02-25,308.8900146484375,309.3999938964844,305.54998779296875,305.9700012207031,267.77862548828125,1088000
2019-02-26,305.6000061035156,308.0799865722656,305.010009765625,305.8800048828125,267.699951171875,871600
2019-02-27,305.0199890136719,307.94000244140625,304.1099853515625,307.5799865722656,269.18768310546875,1121300
2019-02-28,307.44000244140625,311.75,306.1199951171875,309.4100036621094,272.74005126953125,1839100
